,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best,communal
15505,IND71197,6-Feb-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Journalists (India); Women (India),6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Maharashtra,Mumbai City,Mumbai City,Mumbai - Nagpada,18.9677,72.831,1,Free Press Journal (India); Times of India,National,"On 6 February 2020, a journalist reported that he was assaulted by police and beaten with sticks, while taking part in a female-led protest in Nagpada (Mumbai City, Maharashtra) against the Citizenship (Amendment) Act, 2019 (CAA), National Population Register (NPR), and the proposed National Register of Citizens (NRC).",0,crowd size=no report,1680633816,80865,287178,463645,80865,0
15522,IND71125,5-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,West Bengal,Alipurduar,Alipurduar-II,Alipurduar,26.4918,89.5274,1,Siliguri Times,Subnational,"On 5 February 2020, members of the Rava Development Council staged a protest in Alipurduar (West Bengal) demanding punishment for the accused involved behind the death of a person in a nearby forest area on January 13, 2020.",0,crowd size=no report,1635167924,6421,16519,54539,6421,0
15527,IND71185,5-Feb-20,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (India),Labor Group (India),5,,,0,50,,356,South Asia,India,Bihar,Patna,Sampatchak,Patna,25.5941,85.1356,1,Times of India,National,"On 5 February 2020, sanitation workers of Patna Municipal Corporation blocked a road by burning tires in Patna (Patna, Bihar) opposing the state government's decision to outsource the civic services.",0,crowd size=no report,1649276876,41584,134265,402056,134265,0
15531,IND71180,5-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Maharashtra,Aurangabad,Aurangabad,Aurangabad,19.8775,75.3422,1,United News of India,National,"On 5 February 2020, around 340 workers of the Videocon Group, who were on hunger strike since last 163 days, took out a march in Aurangabad (Aurangabad, Maharashtra), demanding their 17-month pending wages.",0,crowd size=around 340,1649276876,80747,219710,997830,80747,0
15541,IND71012,5-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India); Farmers (India),6,,,0,60,,356,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,The Hindu,National,"On 5 February 2020, protests were held by around 50 organisations, including labour unions a farmers groups, at Jantar Mantar, Delhi, against the failure of the Union Budget accusing it to be anti-people and anti-poor.",0,crowd size=no report,1650490636,42775,313290,547126,42775,0
15548,IND71300,5-Feb-20,2020,2,Political violence,Riots,Mob violence,Rioters (India),Vigilante Group (India),5,Civilians (India),Men (India),7,57,Civilian targeting,356,South Asia,India,Rajasthan,Jaipur,Jaipur,Jaipur,26.9142,75.7872,1,Asian News International; Hindustan Times,National,"In the week of 5 February, a teenage boy was assaulted by four men with a belt and paraded naked in Jaipur (Jaipur, Rajasthan) because he had recorded a TikTok video of a teenage girl. A video of the assault shows the boy apologizing, while the accused (among whom was the girl's father) could be heard abusing him and telling him how they have taught him a lesson for filming the TikTok video.",0,crowd size=4; sexual violence,1680031796,44873,157743,908315,157743,0
15580,IND71169,4-Feb-20,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (India),Labor Group (India),5,,,0,50,,356,South Asia,India,Bihar,Bhojpur,Arrah,Arrah,25.5554,84.6614,1,Hindustan Times,National,"On 4 February 2020, businessmen of 'Bazar Samiti' and nearby localities under Ara-Nawada police station blocked roads by burning tires in Arrah (Bhojpur, Bihar), angry about the murder of a businessman on Monday night, who was shot by two motorcycle-born assailants.",0,crowd size=no report,1649276876,32484,149840,317609,149840,0
15587,IND70967,4-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,,356,South Asia,India,Tripura,Gomati,Amarpur,Amarpur,23.519,91.6548,1,Tripura Infoway,Subnational,"On 4 February 2020, thousands of people supported by the BJP's Gumati district committee staged a rally in the Chandi Bari ground premises at Amarpur (Gumati district, Tripura) in support of the rehabilitation of Bru refugees in the state.",0,crowd size=thousands,1649276876,2224,7007,7933,2224,0
15609,IND71221,4-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),CPI(M): Communist Party of India (Marxist),6,,,0,60,,356,South Asia,India,Andhra Pradesh,Guntur,Guntur,Guntur,16.2997,80.4572,1,Hans India,Subnational,"On 4 February 2020, members of CPI(M) participated in protests in Guntur city (Guntur, AP) against the Citizenship (Amendment) Act, 2019 (CAA).",0,crowd size=no report,1680633743,41303,176911,567883,41303,0
15610,IND71014,4-Feb-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),BKU: Bharatiya Kisan Union; Farmers (India),6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,2,Indian Express,National,"On 4 February 2020, police intervened in a protest held by a group of farmers associated with BKU, who were marching from Sangrur to Delhi to join the ongoing Shaheen Bagh protest, near Sarita Vihar, Delhi, against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=800,1680633747,42775,313290,547126,42775,0
15618,IND71089,4-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party; Government of India (2014-),6,,,0,60,,356,South Asia,India,West Bengal,North 24 Parganas,Bongaon,Bongaon,23.0455,88.8308,1,United News of India,National,"On 4 February 2020, activists and members of TMC led by its leader and CM of West Bengal, Mamta Banerjee staged a rally at Bongaon (North 24 Parganas district, West Bengal) against the BJP government, NRC and Citizenship (Amendment) Act, 2019 (CAA).",0,crowd size=no report,1680633764,40460,76399,105116,40460,0
15625,IND71004,4-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India); Labor Group (India); Women (India),6,,,0,60,,356,South Asia,India,Punjab,Ludhiana,Ludhiana East,Ludhiana,30.912,75.8537,1,Chandigarh Tribune,National,"On 4 February 2020, protests were held by Aanganwadi workers, in Ludhiana (Punjab), against the 'anti-worker' policies of the government.",0,crowd size=no report,1702343429,39353,117633,232013,39353,0
15628,IND71272,4-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Daily Excelsior,Subnational,"On 4 February 2020, cleaners of Kathua Municipality protested at Kathua city (J&K) against the district administration and demanded regularization of workers working for long periods.",0,crowd size=no report,1712695427,48172,55853,63171,48172,0
15629,IND71001,4-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India); Labor Group (India); Women (India),6,,,0,60,,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Chandigarh Tribune,Subnational,"On 4 February 2020, protests were held by the All-Punjab Anganwadi Mulazim Union, in Chandigarh, demanding arrears, pending dues and increased honorarium.",0,crowd size=no report,1714518373,21915,123161,422580,21915,0
15639,IND71162,3-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Madhya Pradesh,Bhopal,Huzur,Bhopal,23.2546,77.4028,1,Times of India,National,"On 3 February 2020, traders held a protest in Bhopal (Bhopal, Madhya Pradesh) over being displaced due to boulevard street construction.",0,crowd size=no report,1649276876,26300,178500,845870,26300,0
15644,IND71114,3-Feb-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),,5,Civilians (India),Hindu Group (India),7,57,Civilian targeting,356,South Asia,India,Uttar Pradesh,Ballia,Ballia,Ballia,25.7566,84.1488,1,Indo-Asian News Service,International,"On 3 February 2020, half a dozen people pelted stones on the car of the head Priest of the Nath sect, who is a close ally of CM Yogi Adityanath, in Mundera village, Ballia (UP), for reasons unknown. Two people injured.",0,crowd size=half a dozen,1650490636,25014,98246,215889,98246,0
15653,IND71295,3-Feb-20,2020,1,Political violence,Battles,Armed clash,Military Forces of India (2014-),Police Forces of India (2014-) Border Security Force,1,Military Forces of Pakistan (2018-2022),,8,18,,356,South Asia,India,Jammu and Kashmir,Kupwara,Karnah,Tangdhar,34.3974,73.8607,2,Daily Excelsior,Subnational,"On 3 February 2020, one Indian civilian was killed and four others were injured after military forces of India and Pakistan exchanged fire across the LoC at Tangdhar area (Kupwara district, J&K).",1,,1652116225,3552,5015,7251,7251,0
15689,IND71228,3-Feb-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),,5,,,0,50,,356,South Asia,India,Kerala,Thrissur,Kodungallur,Kodungallur,10.2222,76.1991,2,Times of India,National,"On 3 February 2020, several instances of violence were recorded in several parts of Kodungallur area (Thrissur, KL) against BJP members, including the torching of vehicles, bikes and an office.",0,crowd size=no report,1715717051,15474,30634,58906,30634,0
15699,IND71294,2-Feb-20,2020,1,Political violence,Battles,Armed clash,Military Forces of India (2014-),Police Forces of India (2014-) Border Security Force,1,Military Forces of Pakistan (2018-2022),,8,18,,356,South Asia,India,Jammu and Kashmir,Kupwara,Karnah,Tangdhar,34.3974,73.8607,2,Daily Excelsior,Subnational,"On 2 February 2020, military forces of India and Pakistan exchanged fire across the LoC at Tangdhar area (Kupwara district, J&K).",0,,1652116225,3552,5015,7251,7251,0
15702,IND71103,2-Feb-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),,6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Delhi,South East Delhi,Defence Colony,Delhi - Okhla,28.5601,77.2919,1,Hindustan Times; Pioneer (India),National,"On 2 February 2020, protests were held by locals, near Shaheen Bagh, Delhi, demanding the removal of protesters from Shaheen Bagh and removal of barricades from the road connecting Noida with Kalindi Kunj while supporting the Citizenship (Amendment) Act, 2019 (CAA).",0,crowd size=no report,1680633730,66166,160140,335583,66166,0
15703,IND71104,2-Feb-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),,6,Unidentified Armed Group (India),,3,36,,356,South Asia,India,Delhi,South East Delhi,Defence Colony,Delhi - Okhla,28.5601,77.2919,1,Deccan Chronicle; Times of India,National,"On 2 February 2020, two unidentified men on a scooter open fired near Gate 5, Jamia Milia Islamia, Delhi, at the site of an anti Citizenship (Amendment) Act, 2019 (CAA) agitation. No injuries reported.",0,crowd size=no report,1680633730,66166,160140,335583,66166,0
15705,IND71157,2-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Maharashtra,Thane,Thane,Mumbra,19.1767,73.0222,1,Hindustan Times,National,"On 2 February 2020, around 50 artists from Delhi and Thane joined the indefinite sit-in in Mumbra (Thane, Maharashtra) to protest the Citizenship (Amendment) Act, 2019 (CAA).",0,crowd size=around 50,1680633747,29440,96123,280671,29440,0
15713,IND71067,2-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,,356,South Asia,India,Punjab,Ludhiana,Ludhiana East,Ludhiana,30.912,75.8537,1,Chandigarh Tribune,National,"On 2 February 2020, protests were held by teachers, in Ludhiana (Punjab), against the suspension of Hakam Singh, a Punjabi teacher at Government High School, Jagera, who was allegedly suspended by the school as he shared a post against the rationalisation policy of the government on a WhatsApp group.",0,crowd size=no report,1702343429,39353,117633,232013,39353,0
15720,IND71023,2-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Hindu Group (India); RSS: Rashtriya Swayamsevak Sangh,6,,,0,60,,356,South Asia,India,Uttar Pradesh,Prayagraj,Allahabad,Allahabad,25.4447,81.8432,1,Times of India,National,"On 2 February 2020, protests were held by over 800 volunteers of the RSS, in Allahabad (UP), to oppose the ongoing anti-CAA protests in Shaheen Bagh and Mansoor Ali Park, and in support of the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=over 800,1712695427,65492,208870,696833,65492,0
15725,IND71208,2-Feb-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),,5,Civilians (India),IUML: Indian Union Muslim League; Muslim Group (India),7,57,Civilian targeting,356,South Asia,India,Kerala,Malappuram,Tirurangadi,Ariyallur,11.0833,75.849,1,Times of India,National,"On 2 February 2020, a mob of 15 people attacked a local IUML leader and his friend in Ariyallur village (Malappuram, KL) by tying them up to a tree and beating them.",0,crowd size=15,1715131159,9971,45524,130918,45524,0
15759,IND70780,1-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Punjab,Ludhiana,Ludhiana East,Ludhiana,30.912,75.8537,1,Chandigarh Tribune,National,"On 1 February 2020, protests were held by bank workers, in Ludhiana (Punjab), over many demands including the restoration of old pension schemes, 5-day work week, salary revision and others.",0,crowd size=no report,1702343430,39353,117633,232013,39353,0
15764,IND70935,1-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,,356,South Asia,India,West Bengal,Darjeeling,Kharibari,Kharibari,26.5562,88.1914,1,Siliguri Times,Subnational,"On 1 February 2020, members of Kharibari Trinamool Congress Party staged a rally followed by a dharna in Kharibari (Darjeeling district, West Bengal) the protesting against the Citizenship (Amendment) Act, 2019 (CAA) and the National Register of Citizens (NRC).",0,crowd size=no report,1708472552,976,6551,26969,976,0
15765,IND71232,1-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),CPI(M): Communist Party of India (Marxist),6,,,0,60,,356,South Asia,India,Tamil Nadu,Madurai,Madurai South,Madurai,9.9174,78.1196,1,Times of India,National,"On 1 February 2020, members of CPI(M) led a protest in Madurai city (Madurai, TN) against the arrest of a juvenile accused of raping a minor girl.",0,crowd size=no report,1712695427,55716,174818,337125,55716,0
15770,IND70819,1-Feb-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),Students (India),5,Civilians (India),ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India),7,57,Civilian targeting,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Chandigarh Tribune,Subnational,"On 1 February 2020, an ABVP member was allegedly attacked in Chandigarh city, Chandigarh, by SFS members in Punjab University, as a fallout of a vulgar comment on social media made by the ABVP member.",0,crowd size=no report,1714518373,21915,123161,422580,123161,0
15775,IND70778,1-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Punjab,Jalandhar,Jalandhar-I,Jalandhar,31.3255,75.5791,1,Chandigarh Tribune,Subnational,"On 1 February 2020, protests were held by around 600 bank workers, in Jalandhar (Punjab), over many demands including the restoration of old pension schemes, 5-day work week, salary revision and others.",0,crowd size=around 600,1716919055,24121,93591,335294,24121,0
15776,IND70855,1-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Punjab,Jalandhar,Jalandhar-I,Jalandhar,31.3255,75.5791,1,Chandigarh Tribune,Subnational,"On 1 February 2020, protests were held by writers, intellectuals, and activists, in Jalandhar (Punjab), against the Citizenship (Amendment) Bill, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=no report,1716919055,24121,93591,335294,24121,0
15782,IND70617,31-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); Other Backward Class Group (India),6,,,0,60,,356,South Asia,India,Maharashtra,Nagpur,Nagpur,Nagpur,21.1463,79.0849,1,Times of India,National,"On 31 January 2020, over 100 Backward class students staying at Nagar Boys hostel staged a protest in Nagpur (Nagpur, Maharashtra) saying they were served poor quality and contaminated food.",0,crowd size=over 100,1649276878,96648,139333,379712,96648,0
15822,IND70785,31-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Punjab,Ludhiana,Ludhiana East,Ludhiana,30.912,75.8537,1,Chandigarh Tribune,National,"On 31 January 2020, protests were held by bank workers, in Ludhiana (Punjab), over many demands including the restoration of old pension schemes, 5-day work week, salary revision and others.",0,crowd size=no report,1702343430,39353,117633,232013,39353,0
15823,IND70786,31-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,Chandigarh Tribune,National,"On 31 January 2020, protests were held by hundreds bank workers, in Patiala (Punjab), over many demands including the restoration of old pension schemes, 5-day work week, salary revision and others.",0,crowd size=hundreds,1702343430,34336,93042,295169,34336,0
15826,IND70865,31-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,,356,South Asia,India,Tripura,Unakoti,Gournagar,Kailashahar,24.3319,92.0039,1,Tripura Infoway,Subnational,"On 31 January 2020, activists of Congress party staged an anti-Citizenship (Amendment) Act, 2019 (CAA) rally at Kailashahar (Unakoti district, Tripura).",0,crowd size=no report,1706054135,2949,6661,15759,2949,0
15833,IND70926,31-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),SFI: Students Federation of India; Students (India),6,,,0,60,,356,South Asia,India,West Bengal,Darjeeling,Matigara,Siliguri,26.7272,88.3984,1,Siliguri Times,Subnational,"On 31 January 2020, members of the Students' Federation of India staged a rally in Siliguri (Darjeeling district, West Bengal) against the open firing at a peace rally against the Citizenship (Amendment) Act, 2019 (CAA) in Delhi.",0,crowd size=no report,1714518373,6962,17537,30108,6962,0
15866,IND70711,30-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,3,The Hindu,National,"On 30 January 2020, thousands of people participated in human chain protests in various places across the state of Tamil Nadu against the Citizenship (Amendment) Act, 2019 (CAA).",0,crowd size=thousands,1680633758,54409,297378,1237747,54409,0
15881,IND70803,30-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Uttar Pradesh,Mathura,Mathura,Mathura,27.5035,77.6721,1,Amar Ujala,Subnational,"On 30 January 2020, protests were held by hundreds of activists associated with the Ekta Manch, in Mathura (UP) against the Citizenship (Amendment) Bill, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=hundreds,1702343430,49081,129011,412609,49081,0
15886,IND70916,30-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); Women (India),6,,,0,60,,356,South Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph (India),National,"On 30 January 2020, thousands of people, including students demonstrated by forming a human chain in Kolkata (West Bengal) marking Martyr's Day on the occasion of death anniversary of Mahatma Gandhi. They also protested against Citizenship (Amendment) Act, 2019 (CAA), NRC and NPR. On the same day, close to 1,000 people, a majority of them women, marched from the ongoing New Market sit-in protest venue on Hogg Street to the Gandhi statue on Mayo Road against the act.",0,crowd size=thousands,1702407970,68260,372495,1144661,68260,0
15900,IND70817,30-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Times of India,National,"On 30 January 2020, protests were held by students of Punjab University, Chandigarh, against the Citizenship (Amendment) Bill, 2019 (CAA) and National Register of Citizens (NRC) and demanding the safeguarding of the Constitution on Mahatma Gandhi's Death Anniversary.",0,crowd size=no report,1714518373,21915,123161,422580,21915,0
15910,IND70700,29-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,,356,South Asia,India,Andhra Pradesh,Srikakulam,Srikakulam,Srikakulam,18.2989,83.8975,1,The Hindu,National,"On 29 January 2020, a teachers union in Srikakulam city (Srikakulam, AP) held a protest urging the government to continue Telugu medium in government schools.",0,crowd size=no report,1649281755,25924,96460,154842,25924,0
15974,IND70642,29-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Daily Excelsior,Subnational,On 29 January 2020 members of Ravi river Action Committee protested at Kathua city (J&K) against illegal mining during night hours in Ravi area despite ban by government. This was the second consecutive day of the protest.,0,crowd size=no report,1712695427,48172,55853,63171,48172,0
15985,IND70754,29-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Dalit Caste Group (India); Farmers (India); Muslim Group (India); Sikh Group (India),6,,,0,60,,356,South Asia,India,Punjab,Jalandhar,Jalandhar-I,Jalandhar,31.3255,75.5791,1,Chandigarh Tribune,Subnational,"On 29 January 2020, protests were held by members of Muslim, Dalit, Sikh and farmer organisations, in Jalandhar (Punjab), against the Citizenship (Amendment) Bill, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=several,1716919055,24121,93591,335294,24121,0
16000,IND70696,28-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Tamil Nadu,Thoothukudi,Thoothukkudi,Thoothukudi,8.7673,78.1342,1,Indian Express,National,"On 28 January 2020, family members of a 20-year old boy murdered in Thoothukudi city ( Thoothukudi , TN) staged a protest outside the government hospital demanding the arrest of the culprits.",0,crowd size=no report,1649281756,4810,26585,111759,4810,0
16003,IND70555,28-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Muslim Group (India); CPI(ML): Communist Party of India (Marxist-Leninist); RJD: Rashtriya Janata Dal; INC: Indian National Congress; Unidentified Communal Group (India),6,,,0,60,,356,South Asia,India,Bihar,Bhojpur,Tarari,Bhojpur,25.3088,84.445,1,Hindustan Times,National,"On 28 January 2020, Muslims, minority communities, CPI-ML, RJD, and INC, held a peaceful protest similar to Delhi's Shaheen Bagh and assembled daily for the past four days in Bhojpur (Bhojpur, Bihar) against the Citizenship (Amendment) Act, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=no report,1680633744,3096,6063,28126,3096,0
16024,IND70913,28-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); AASU: All Assam Students' Union,6,,,0,60,,356,South Asia,India,Assam,Kamrup Metropolitan,North Guwahati,Guwahati,26.1892,91.7722,1,Telegraph (India),National,"On 28 January 2020, members of the All Assam Students' Union (AASU) staged sit-in demonstration in Guwahati (Kamrup Metropolitan district, Assam) demanding implementation of Assam Accord of 1985 and repeal of the Citizenship (Amendment) Act, 2019 (CAA).",0,crowd size=no report,1680633809,10929,56151,181060,10929,0
16027,IND70921,28-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Chutiya Ethnic Group (India); AASU: All Assam Students' Union,6,,,0,60,,356,South Asia,India,Assam,Jorhat,Jorhat West,Jorhat,26.7456,94.2045,1,Telegraph (India),National,"On 28 January 2020, members of the All Assam Students' Union (AASU) supported by 30 organisations, including the All Assam Chutia Students' Union, Takam Mising Porin Kebang (TMPK) and AJYCP, staged a sit-in demonstration in front of the deputy commissioner's office at Jorhat (Assam) demanding repeal of the Citizenship (Amendment), 2019 Act (CAA).",0,crowd size=no report,1680633809,5046,27807,34755,5046,0
16035,IND70903,28-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); AASU: All Assam Students' Union,6,,,0,60,,356,South Asia,India,Assam,Tinsukia,Doom Dooma,Talap,27.6756,95.5644,1,Telegraph (India),National,"On 28 January 2020, members of the All Assam Students' Union (AASU) staged protest demonstration at Talap (Tinsukia district, Assam) demanding repeal of the Citizenship (Amendment), 2019 Act (CAA).",0,crowd size=no report,1680633810,1566,4838,7616,1566,0
16043,IND70839,28-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Himachal Pradesh,Una,Una,Una,31.4649,76.2691,1,Chandigarh Tribune,National,"On 28 January 2020, protests were held by residents of Ambota village near Una (HP), against the death of a youth caused by hitting his motorcycle against a wrongly parked tipper on the roadside.",0,crowd size=no report,1702343430,8374,24208,52947,8374,0
16047,IND70840,28-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BKM: Bahujan Kranti Morcha; Dalit Caste Group (India),6,,,0,60,,356,South Asia,India,Uttar Pradesh,Jalaun,Jalaun,Jalaun,26.1451,79.3366,2,Amar Ujala,Subnational,"On 28 January 2020, protests were held by Bahujan Kranti Morcha in, Jalaun district (UP), against the Citizenship (Amendment) Bill, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=no report,1702343430,13722,44560,65541,13722,0
16068,IND70550,27-Jan-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Labor Group (India),6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Bihar,Patna,Sampatchak,Patna,25.5941,85.1356,1,Hindustan Times,National,"On 27 January 2020, police resorted to baton charge to disperse employees of the state-run power utility, who had gathered in front of the Vidyut Bhawan in Patna (Patna, Bihar) to protest possible attempts of privatization. Nearly a dozen of protesters were injured.",0,crowd size=at least nearly a dozen,1649276880,41584,134265,402056,41584,0
16078,IND70545,27-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Police Forces of India (2014-) Home Guards,6,,,0,60,,356,South Asia,India,Madhya Pradesh,Bhopal,Huzur,Bhopal,23.2546,77.4028,1,Times of India,National,"On 27 January 2020, around 2000 Home Guards blocked a road in Bhopal (Bhopal, Madhya Pradesh), demanding the word 'volunteer' to be removed from their post and to be provided with facilities for government employees.",0,crowd size=around 2000,1649276880,26300,178500,845870,26300,0
16093,IND70877,27-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,,356,South Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph (India),National,"On 27 January 2020, hundreds of students demonstrated at Jadavpur University in Kolkata (West Bengal) against Citizenship (Amendment) Act, 2019 (CAA) and NRC.",0,crowd size=hundreds,1680633754,68260,372495,1144661,68260,0
16117,IND70884,27-Jan-20,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (India),AJYCP: Asom Jatiyatabadi Yuva Chatra Parishad; Students (India),5,,,0,50,,356,South Asia,India,Assam,Baksa,Tamulpur,Tamulpur,26.6167,91.5736,2,Time8,Subnational,"On 27 January 2020, members of student unions and other organizations backed by AJYCP demonstrated by blocking roads and burning tyres at Rangiya-Bhutan highway in Tamulpur Tehsil (Baksa district, Assam) to express their dissent against the government's decision to form a Union Territory in Bodoland Territorial Council.",0,crowd size=no report,1716327783,12090,60939,86229,60939,0
16149,IND70792,26-Jan-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Muslim Group (India),6,,,0,60,,356,South Asia,India,Uttar Pradesh,Hamirpur,Hamirpur,Hamirpur,25.9553,80.1482,1,Amar Ujala,Subnational,"On 26 January 2020, protests were held by a large number of Muslims, in Hamirpur (UP), against the Citizenship (Amendment) Bill, 2019 (CAA) and National Register of Citizens (NRC).",0,crowd size=large,1702343430,8991,36739,102854,8991,0
